REFERENCE;SAMPLE CODE;SITE NAME ;WTD;pH;LAT ;LONG;ALA MIL;AMP WRI;ARC ART;ARC CAT;ARC DIS;ARC GIB;ARC HEM;ARC VUL;ARC FLA;ARG DEN;ASS MUS;ASS SEM;BUL IND;CEN ACU;CEN CAS;CEN ECO;CEN PLA;CON PON;COR TRI;CRY OVI;CRY SAC;CYC ARC;CYP AMP;DIF ACU;DIF BAC;DIF GLO;DIF LEI;DIF LUC;DIF OBL;DIF OVI;DIF PRI;DIF PUL;DIF RUB;DIF URC;EUG CIL;EUG ROT;EUG STR;EUG TUB;GIB TUB;HEL PET;HEL ROS;HEL SPH;HEL SYL;HYA ELE;HYA MIN;HYA PAP;HYA SUB;LES EPI;LES SPI;NEB BAR;NEB COL;NEB FLA;NEB MIN;NEB PEN;NEB TIN;PAD LAG;PAD WAI;PAR IRR;PHR ACR;PHY GRI;PLAGIO;PLA SPI;PLA CAR;PLA MAR;PSE FAS;PSE FUL;PYXI;QUA SYM;SPH LEN;TRA DEN;TRI ARC ;WAI EBO;;;;;
Booth 2008;TOB02;Toivola B;16,0;3,72;46,986;-92,888;2,7;0,0;0,7;4,1;0,0;0,0;0,0;0,0;2,0;0,0;2,0;0,0;3,4;1,4;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;3,4;0,0;0,0;2,7;2,0;0,0;2,7;0,0;45,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,1;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,0;;;;;
Booth & Zygmunt 2005;LIZ4;Lizard;16,0;4,63000011444092;44,156;-111,071;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;6,6;0,0;0,0;0,0;23,7;0,0;0,0;0,0;22,4;0,0;0,0;3,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,4;0,0;0,7;3,3;13,8;0,7;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;2,6;0,0;0,0;0,0;;;;;
Booth & Zygmunt 2005;WG6;Wager Gulch;16,0;3,90000009536743;37,878;-107,369;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;47,3;0,0;0,0;0,0;23,3;0,0;0,0;0,0;17,3;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth et al 2008;p39;Catfish Pocosin;16,0;3,69;34,919;-77,088;1,3;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,7;0,0;20,1;0,7;0,0;0,0;0,0;0,0;1,3;0,0;9,4;0,0;0,0;10,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;48,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;BLPUGRN3;Brown's Lake;16,0;4,45;60,471;-150,728;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;42,3;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,0;1,4;0,0;2,8;0,0;48,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Markel et al. 2010;GF40-45;Gas field;16,0;3,72;60,445;-151,246;1,3;0,0;0,0;3,3;0,0;0,0;0,0;0,0;49,7;0,0;13,2;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,7;0,0;5,3;0,0;0,0;0,0;10,6;0,0;7,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Sullivan and Booth 2011;TI2;Titus;16,0;4,2;41,952;-75,266;7,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,5;4,9;0,0;4,9;6,3;2,1;0,0;0,0;12,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;2,1;2,1;0,0;0,0;2,1;0,7;0,7;0,0;0,0;1,4;12,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,7;0,0;;;;;
Sullivan and Booth 2011;TA4;Tannersville;16,0;4,23;41,037;-75,266;6,4;0,0;0,0;1,8;0,0;0,0;0,0;0,0;0,0;0,0;36,8;0,6;0,0;19,3;0,6;0,6;0,0;0,0;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;8,8;0,6;0,0;2,3;0,0;0,0;0,0;2,9;0,6;7,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;;;;;
Sullivan and Booth 2011;TA31;Tannersville;16,0;4,35;41,037;-75,266;2,6;0,7;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;37,1;0,0;0,0;1,3;0,0;0,0;0,0;0,0;5,3;25,2;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;3,3;2,0;0,0;0,7;0,0;0,0;2,6;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;0,0;;;;;
Clifford (unpublished);BB11-3;Burns;16,0;3,67;49,123;-122,970;2,9;9,8;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9;0,0;0,0;0,0;0,0;4,9;33,3;12,7;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;22,5;0,0;1,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Clifford (unpublished);EC11-2;Eagle Creek;16,0;4,11;58,284;-134,521;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;24,8;0,0;5,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;3,0;0,0;1,0;0,0;1,0;0,0;43,6;1,0;8,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Payne et al 2006;JI02;Jigsaw Lake;16,0;4,8;60,739;-150,490;0,0;39,7;0,3;0,0;0,0;0,0;0,0;0,0;4,4;0,0;3,6;0,0;0,0;3,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,9;0,0;0,0;0,0;0,0;2,7;8,9;5,0;0,9;0,0;5,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;9,5;0,0;0,0;6,5;0,0;6,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
"Amesbury et al 2013; Lamarre et al 2013";A2;Plaine ;16,0;3,52;50,270;-63,540;6,9;0,0;0,0;1,8;0,0;0,0;0,0;0,0;1,8;0,0;14,2;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,0;2,8;1,8;55,0;2,3;5,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;0,0;0,0;0,0;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8;0,0;;;;;
Amesbury et al 2013;D3;Nordan's Pond;16,0;4,31;49,161;-53,598;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,3;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,3;0,0;28,0;8,0;16,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;;;;;
"Amesbury et al 2013; Charman and Warner 1997";3;Witless Bay;16,0;4,82;47,337;-53,017;2,0;1,0;0,0;1,0;0,0;0,0;0,0;0,0;20,8;6,9;7,9;2,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;2,0;4,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;4,0;0,0;1,0;1,0;0,0;0,0;11,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,9;0,0;1,0;0,0;0,0;5,0;0,0;5,0;8,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Lamarre et al 2013;Baie_M_11;Baie-M;16,0;3,99;49,093;-68,243;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;26,7;0,0;1,8;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;5,5;1,8;25,5;1,2;26,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;0,0;0,0;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,6;0,0;;;;;
Lamarre et al 2013;Manic_24;Manic;16,0;3,88;49,123;-68,292;3,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,6;0,0;8,1;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,6;3,1;3,1;0,0;41,3;1,3;13,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Warner 1987;C10;Chesney;16,0;6,3;43,226;-80,644;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,5;4,5;0,0;0,0;3,4;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;2,3;0,0;0,0;25,0;0,0;8,0;0,0;5,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,9;0,0;0,0;0,0;0,0;2,3;2,3;0,0;0,0;0,0;;;;;
Warner 1987;C11;Chesney;16,0;6,4;43,226;-80,644;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,5;0,0;0,0;0,6;6,2;0,0;0,0;0,0;4,4;0,0;0,0;13,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;2,5;0,0;5,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,1;0,0;0,0;0,0;;;;;
Roe et al 2017;MER23;Mer Bleue;16,0;3,52;45,402;-75,486;3,2;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;18,7;1,6;0,0;7,0;0,5;0,0;0,0;0,0;6,4;0,0;0,0;12,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;1,6;2,7;0,0;0,0;0,0;0,0;4,8;5,3;0,0;0,0;17,1;0,0;0,0;0,0;1,6;0,0;5,3;0,0;1,1;0,0;0,0;0,0;3,2;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,7;0,0;;;;;
Roe et al 2017;MER38;Mer Bleue;16,0;3,91;45,402;-75,486;1,2;0,0;2,4;0,0;1,8;0,0;0,0;0,0;0,0;0,0;21,6;3,6;0,0;4,2;2,4;0,0;0,0;0,0;1,8;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;1,2;0,6;2,4;0,0;0,0;0,0;0,0;7,2;24,0;0,0;3,0;6,0;0,0;0,0;0,0;0,0;0,0;10,8;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;1,8;0,0;;;;;
Roe et al 2017;MIR27;Mirabel;16,0;2,55;45,685;-74,045;2,7;0,0;0,0;0,0;29,3;0,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;1,3;2,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,7;3,3;0,0;0,0;0,0;0,0;7,3;0,0;11,3;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;5,3;0,0;0,7;0,0;0,0;0,0;0,0;2,0;0,0;25,3;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Charman and Warner 1992;8C14;Wally Creek;16,0;4,82 ;49,076;-80,537;16,8;0,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,3;1,1;0,0;0,0;0,0;0,0;0,0;0,0;15,8;0,0;4,2;8,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;2,1;0,0;0,0;3,2;0,0;0,0;0,0;0,0;0,0;20,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;0,0;;;;;
Booth 2008;TL84;Trout H;16,3;3,67;46,004;-89,594;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;33,4;0,0;10,2;0,0;0,3;0,0;0,0;0,3;0,0;0,0;0,0;0,9;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;0,0;0,0;1,5;0,0;0,0;0,0;45,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;SS04;Small Sarracennia;16,5;3,83;46,093;-92,115;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;5,2;0,0;0,0;0,0;0,0;1,6;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,5;0,0;50,5;0,0;13,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,3;6,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;;;;;
Booth 2008;TOA16;Toivola A;16,5;3,47;46,927;-92,795;7,2;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;11,2;8,6;2,0;0,0;7,2;7,2;0,0;0,0;2,0;0,0;0,0;19,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,3;0,0;0,0;0,0;0,7;2,0;9,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,9;0,0;0,0;0,0;2,6;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,6;0,0;;;;;
Sullivan and Booth 2011;TA11;Tannersville;16,5;4,67;41,037;-75,266;0,0;0,0;0,0;1,8;1,2;0,0;0,0;0,6;0,6;0,0;26,8;3,7;0,0;11,0;19,5;6,7;0,0;0,0;0,0;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;7,3;0,6;4,9;0,0;0,0;9,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Sullivan and Booth 2011;TA27;Tannersville;16,5;4,35;41,037;-75,266;4,5;0,0;0,0;6,5;0,0;0,0;0,0;0,0;0,0;0,0;45,2;2,6;0,0;0,0;0,0;0,0;0,0;0,0;8,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,9;0,6;12,3;0,0;2,6;0,0;0,0;0,0;1,3;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,0;;;;;
Lamarre et al 2013;LG2 Fen_7;La Grande Fen;16,5;4,94;53,650;-77,726;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;34,7;0,7;13,3;0,0;0,0;2,0;3,3;2,7;0,0;0,0;1,3;0,0;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;1,3;0,0;0,0;2,0;0,7;0,0;26,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,7;0,0;0,0;0,7;0,0;0,0;0,0;;;;;
Sullivan and Booth 2011;TI19;Titus;16,6;4;41,952;-75,266;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,3;1,8;0,0;0,0;3,0;1,2;0,0;0,0;22,6;0,0;0,0;11,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;0,6;6,0;0,0;0,0;0,0;0,0;0,0;8,3;0,0;2,4;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;;;;;
Talbot unpublished;NC1;Scotty Creek;16,8;;61,307;-121,298;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;43,7;3,0;0,5;0,0;0,0;1,5;0,0;0,0;0,5;0,0;0,0;0,0;0,0;12,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;1,0;0,0;0,0;0,5;0,0;0,0;0,5;0,0;22,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,5;0,0;0,0;0,0;6,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,0;;;;;
Talbot unpublished;bog_100;Scotty Creek;16,8;;61,307;-121,298;0,5;0,0;0,0;5,4;0,0;0,0;0,0;0,0;18,5;1,8;19,4;0,9;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;0,0;0,0;0,0;0,9;0,0;18,5;0,0;13,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;2,7;1,8;0,0;0,0;1,8;0,5;0,0;0,0;0,0;0,0;0,0;0,0;9,0;0,0;;;;;
Booth 2008;TL73;Trout G;16,8;3,87;46,004;-89,594;0,0;0,3;0,0;0,0;0,3;0,0;0,0;0,0;55,6;0,0;4,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,3;0,0;0,0;0,0;29,6;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;0,0;6,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2008;TL97;Trout B;16,8;3,74;46,004;-89,594;0,0;0,0;6,2;5,0;0,3;0,0;0,0;0,0;0,3;0,0;10,9;5,0;0,9;0,6;0,0;4,1;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;17,7;0,0;2,4;0,3;38,9;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2001;844ada;Grand Traverse Bay;17,0;4,4;47,166;-88,255;13,5;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;11,5;0,0;0,0;1,0;6,8;0,0;0,0;0,0;6,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,5;14,1;0,0;0,0;0,0;3,1;0,0;3,6;0,0;3,6;14,6;0,0;0,0;0,0;1,6;0,0;0,0;0,0;14,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2001;850bda;Grand Traverse Bay;17,0;3,9;47,166;-88,255;13,5;0,0;0,0;0,6;2,4;0,0;0,0;0,0;30,6;0,0;2,4;0,0;0,6;1,8;2,9;0,0;0,0;0,0;0,6;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,1;0,0;0,0;0,0;0,6;0,0;9,4;0,0;7,6;1,8;0,0;0,0;0,0;0,6;0,0;0,0;0,0;2,9;0,0;0,0;0,0;0,0;10,6;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;;;;;
Booth 2001;921bda;Tahquamenon Bay;17,0;4,5;46,475;-84,995;59,2;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,5;1,5;0,0;3,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;5,0;0,0;0,0;7,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;2,0;14,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,5;0,0;;;;;
Booth 2002;MINDENK;Minden;17,0;3,5;43,610;-82,836;4,5;0,0;0,0;0,0;4,9;0,0;0,0;0,0;0,0;0,0;8,6;0,4;1,6;0,0;0,4;0,0;0,0;0,0;0,8;0,0;0,0;4,5;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,9;2,9;0,0;0,0;0,0;0,0;0,4;3,7;0,0;0,0;25,3;0,0;0,0;0,0;0,0;0,0;0,0;7,8;4,5;0,0;0,0;0,0;0,0;10,2;0,0;1,2;0,0;0,0;0,0;1,6;0,0;0,0;0,0;0,0;2,4;0,0;;;;;
Booth 2002;NRB13;North Rhody;17,0;4,1;46,583;-86,073;0,0;0,0;0,0;0,0;23,4;0,0;0,0;0,0;0,4;0,0;2,7;0,0;0,0;0,8;1,2;0,0;0,0;0,0;0,0;0,0;0,0;3,5;0,0;3,1;0,0;30,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;2,3;0,0;0,0;0,0;0,4;24,2;0,0;0,0;5,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;;
Booth 2002;PBS4;Partridge Lake;17,0;3,8;47,420;-88,008;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;0,0;0,7;0,3;0,0;0,7;0,0;3,3;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;22,5;0,3;14,1;0,0;35,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,4;6,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;;;;;
